year,ethnicity,legislation_type,geography,stops,population,rate
2012/13,White,All,Hertfordshire,12180,977495,12.46
2013/14,White,All,Hertfordshire,18071,977495,18.49
2014/15,White,All,Hertfordshire,8140,977495,8.33
2015/16,White,All,Hertfordshire,5565,977495,5.6899999999999995
2016/17,White,All,Hertfordshire,4859,977495,4.970000000000001
2017/18,White,All,Hertfordshire,4279,977495,4.38
2018/19,White,All,Hertfordshire,4135,977495,4.23
2019/20,White,All,Hertfordshire,4597,977495,4.7
2006/07,White,All,Humberside,9531,885279,10.77
2007/08,White,All,Humberside,11295,885279,12.76
2008/09,White,All,Humberside,10462,885279,11.82
2009/10,White,All,Humberside,8960,885279,10.12
2010/11,White,All,Humberside,8518,885279,9.62
2011/12,White,All,Humberside,9923,885279,11.209999999999999
2012/13,White,All,Humberside,9960,885279,11.25
2013/14,White,All,Humberside,6239,885279,7.05
2014/15,White,All,Humberside,2978,885279,3.36
2015/16,White,All,Humberside,719,885279,0.81
2016/17,White,All,Humberside,663,885279,0.75
2017/18,White,All,Humberside,926,885279,1.05
2018/19,White,All,Humberside,1182,885279,1.34
2019/20,White,All,Humberside,2374,885279,2.68
2006/07,White,All,Kent,12768,1607681,7.94
2007/08,White,All,Kent,13958,1607681,8.68
2008/09,White,All,Kent,15645,1607681,9.729999999999999
2009/10,White,All,Kent,13241,1607681,8.239999999999998
2010/11,White,All,Kent,10564,1607681,6.57
2011/12,White,All,Kent,7110,1607681,4.42
2012/13,White,All,Kent,6819,1607681,4.24
2013/14,White,All,Kent,7559,1607681,4.7
2014/15,White,All,Kent,6979,1607681,4.34
2015/16,White,All,Kent,5179,1607681,3.22
2016/17,White,All,Kent,5062,1607681,3.15
2017/18,White,All,Kent,4445,1607681,2.7600000000000002
2018/19,White,All,Kent,4248,1607681,2.64
2019/20,White,All,Kent,7091,1607681,4.41
2006/07,White,All,Lancashire,16154,1320035,12.239999999999998
2007/08,White,All,Lancashire,20531,1320035,15.55
2008/09,White,All,Lancashire,20506,1320035,15.53
2009/10,White,All,Lancashire,23329,1320035,17.67
2010/11,White,All,Lancashire,23000,1320035,17.419999999999998
2011/12,White,All,Lancashire,18547,1320035,14.05
2012/13,White,All,Lancashire,16522,1320035,12.52
2013/14,White,All,Lancashire,14289,1320035,10.82
2014/15,White,All,Lancashire,6959,1320035,5.2700000000000005
2015/16,White,All,Lancashire,4778,1320035,3.62
2016/17,White,All,Lancashire,2687,1320035,2.04
2017/18,White,All,Lancashire,2369,1320035,1.79
2018/19,White,All,Lancashire,3280,1320035,2.48
2019/20,White,All,Lancashire,5925,1320035,4.49
2006/07,White,All,Leicestershire,14228,797704,17.84
2007/08,White,All,Leicestershire,15238,797704,19.1
2008/09,White,All,Leicestershire,14082,797704,17.650000000000002
2009/10,White,All,Leicestershire,17063,797704,21.39
2010/11,White,All,Leicestershire,15717,797704,19.7
2011/12,White,All,Leicestershire,6872,797704,8.61
2012/13,White,All,Leicestershire,4183,797704,5.24
2013/14,White,All,Leicestershire,3052,797704,3.8299999999999996
2014/15,White,All,Leicestershire,2216,797704,2.7800000000000002
2015/16,White,All,Leicestershire,1203,797704,1.51
2016/17,White,All,Leicestershire,1031,797704,1.29
2017/18,White,All,Leicestershire,1053,797704,1.32
2018/19,White,All,Leicestershire,1943,797704,2.44
2019/20,White,All,Leicestershire,2410,797704,3.02
2006/07,White,All,Lincolnshire,8456,696484,12.139999999999999
2007/08,White,All,Lincolnshire,11589,696484,16.64
2008/09,White,All,Lincolnshire,13034,696484,18.71
2009/10,White,All,Lincolnshire,10291,696484,14.78
2010/11,White,All,Lincolnshire,9426,696484,13.53
2011/12,White,All,Lincolnshire,6163,696484,8.850000000000001
2012/13,White,All,Lincolnshire,6804,696484,9.77
2013/14,White,All,Lincolnshire,8669,696484,12.450000000000001
2014/15,White,All,Lincolnshire,5785,696484,8.31
2015/16,White,All,Lincolnshire,3712,696484,5.33
2016/17,White,All,Lincolnshire,2101,696484,3.02
2017/18,White,All,Lincolnshire,1944,696484,2.79
2018/19,White,All,Lincolnshire,2371,696484,3.4
2019/20,White,All,Lincolnshire,2496,696484,3.58
2006/07,White,All,"London, City of",4641,NA,NA
2007/08,White,All,"London, City of",4939,NA,NA
2008/09,White,All,"London, City of",4893,NA,NA
2009/10,White,All,"London, City of",3511,NA,NA
2010/11,White,All,"London, City of",2485,NA,NA
2011/12,White,All,"London, City of",1970,NA,NA
2012/13,White,All,"London, City of",1496,NA,NA
2013/14,White,All,"London, City of",1339,NA,NA
2014/15,White,All,"London, City of",850,NA,NA
2015/16,White,All,"London, City of",802,NA,NA
2016/17,White,All,"London, City of",669,NA,NA
2017/18,White,All,"London, City of",510,NA,NA
2018/19,White,All,"London, City of",570,NA,NA
2019/20,White,All,"London, City of",1054,NA,NA
2006/07,White,All,Merseyside,45535,1305303,34.879999999999995
2007/08,White,All,Merseyside,61984,1305303,47.49
2008/09,White,All,Merseyside,65962,1305303,50.53
2009/10,White,All,Merseyside,57638,1305303,44.160000000000004
2010/11,White,All,Merseyside,42011,1305303,32.18
2011/12,White,All,Merseyside,24538,1305303,18.8
2012/13,White,All,Merseyside,27839,1305303,21.330000000000002
2013/14,White,All,Merseyside,34044,1305303,26.08
2014/15,White,All,Merseyside,23352,1305303,17.89
2015/16,White,All,Merseyside,6122,1305303,4.6899999999999995
2016/17,White,All,Merseyside,6244,1305303,4.78
2017/18,White,All,Merseyside,8688,1305303,6.659999999999999
2018/19,White,All,Merseyside,16350,1305303,12.53
2019/20,White,All,Merseyside,27350,1305303,20.95
2006/07,White,All,Metropolitan Police,139734,4881636,28.62
2007/08,White,All,Metropolitan Police,222866,4881636,45.65
2008/09,White,All,Metropolitan Police,354904,4881636,72.7
2009/10,White,All,Metropolitan Police,293610,4881636,60.15
2010/11,White,All,Metropolitan Police,246903,4881636,50.58
2011/12,White,All,Metropolitan Police,216349,4881636,44.32
2012/13,White,All,Metropolitan Police,163757,4881636,33.55
2013/14,White,All,Metropolitan Police,133106,4881636,27.27
2014/15,White,All,Metropolitan Police,76155,4881636,15.6
2015/16,White,All,Metropolitan Police,63106,4881636,12.93
2016/17,White,All,Metropolitan Police,51165,4881636,10.48
2017/18,White,All,Metropolitan Police,45423,4881636,9.3
2018/19,White,All,Metropolitan Police,55704,4881636,11.41
2019/20,White,All,Metropolitan Police,86059,4881636,17.630000000000003
2006/07,White,All,Norfolk,7821,828018,9.450000000000001
2007/08,White,All,Norfolk,7966,828018,9.62
2008/09,White,All,Norfolk,10793,828018,13.03
2009/10,White,All,Norfolk,12297,828018,14.850000000000001
2010/11,White,All,Norfolk,14616,828018,17.650000000000002
2011/12,White,All,Norfolk,15252,828018,18.419999999999998
2012/13,White,All,Norfolk,13526,828018,16.34
2013/14,White,All,Norfolk,12361,828018,14.93
2014/15,White,All,Norfolk,8599,828018,10.39
2015/16,White,All,Norfolk,4832,828018,5.84
2016/17,White,All,Norfolk,3304,828018,3.9899999999999998
2017/18,White,All,Norfolk,1829,828018,2.21
2018/19,White,All,Norfolk,2396,828018,2.8899999999999997
2019/20,White,All,Norfolk,3824,828018,4.619999999999999
2006/07,White,All,North Wales,14272,670704,21.279999999999998
2007/08,White,All,North Wales,11791,670704,17.58
2008/09,White,All,North Wales,8096,670704,12.07
2009/10,White,All,North Wales,6107,670704,9.11
2010/11,White,All,North Wales,6014,670704,8.97
2011/12,White,All,North Wales,3583,670704,5.34
2012/13,White,All,North Wales,4686,670704,6.99
2013/14,White,All,North Wales,4969,670704,7.41
2014/15,White,All,North Wales,2363,670704,3.52
2015/16,White,All,North Wales,1500,670704,2.24
2016/17,White,All,North Wales,1579,670704,2.3499999999999996
2017/18,White,All,North Wales,1484,670704,2.21
2018/19,White,All,North Wales,1680,670704,2.5
2019/20,White,All,North Wales,4578,670704,6.83
2006/07,White,All,North Yorkshire,9127,769206,11.870000000000001
2007/08,White,All,North Yorkshire,9064,769206,11.78
2008/09,White,All,North Yorkshire,8755,769206,11.38
2009/10,White,All,North Yorkshire,5926,769206,7.7
2010/11,White,All,North Yorkshire,5425,769206,7.05
2011/12,White,All,North Yorkshire,7074,769206,9.2
2012/13,White,All,North Yorkshire,6768,769206,8.8
2013/14,White,All,North Yorkshire,7288,769206,9.47
2014/15,White,All,North Yorkshire,5982,769206,7.78
2015/16,White,All,North Yorkshire,3942,769206,5.119999999999999
2016/17,White,All,North Yorkshire,2286,769206,2.9699999999999998
2017/18,White,All,North Yorkshire,1521,769206,1.98
2018/19,White,All,North Yorkshire,1599,769206,2.08
2019/20,White,All,North Yorkshire,2039,769206,2.65
2006/07,White,All,Northamptonshire,11341,632822,17.919999999999998
2007/08,White,All,Northamptonshire,12194,632822,19.27
2008/09,White,All,Northamptonshire,10074,632822,15.92
2009/10,White,All,Northamptonshire,10179,632822,16.09
2010/11,White,All,Northamptonshire,11025,632822,17.419999999999998
2011/12,White,All,Northamptonshire,7221,632822,11.41
2012/13,White,All,Northamptonshire,7705,632822,12.18
2013/14,White,All,Northamptonshire,7146,632822,11.29
2014/15,White,All,Northamptonshire,3705,632822,5.85
2015/16,White,All,Northamptonshire,1373,632822,2.17
2016/17,White,All,Northamptonshire,835,632822,1.32
2017/18,White,All,Northamptonshire,765,632822,1.21
2018/19,White,All,Northamptonshire,1408,632822,2.22
2019/20,White,All,Northamptonshire,1611,632822,2.55
2006/07,White,All,Northumbria,33166,1343747,24.68
2007/08,White,All,Northumbria,28217,1343747,21
2008/09,White,All,Northumbria,31397,1343747,23.37
2009/10,White,All,Northumbria,38323,1343747,28.52
2010/11,White,All,Northumbria,42225,1343747,31.419999999999998
2011/12,White,All,Northumbria,39480,1343747,29.38
2012/13,White,All,Northumbria,30835,1343747,22.95
2013/14,White,All,Northumbria,36532,1343747,27.19
2014/15,White,All,Northumbria,16484,1343747,12.27
2015/16,White,All,Northumbria,6653,1343747,4.95
2016/17,White,All,Northumbria,3443,1343747,2.56
2017/18,White,All,Northumbria,2603,1343747,1.94
2018/19,White,All,Northumbria,2572,1343747,1.91
2019/20,White,All,Northumbria,4778,1343747,3.56
2006/07,White,All,Nottinghamshire,6802,969501,7.02
2007/08,White,All,Nottinghamshire,4781,969501,4.930000000000001
2008/09,White,All,Nottinghamshire,3643,969501,3.7600000000000002
2009/10,White,All,Nottinghamshire,4248,969501,4.38
2010/11,White,All,Nottinghamshire,3515,969501,3.63
2011/12,White,All,Nottinghamshire,2551,969501,2.63
2012/13,White,All,Nottinghamshire,2659,969501,2.74
2013/14,White,All,Nottinghamshire,4188,969501,4.319999999999999
2014/15,White,All,Nottinghamshire,3072,969501,3.17
2015/16,White,All,Nottinghamshire,1831,969501,1.8900000000000001
2016/17,White,All,Nottinghamshire,1077,969501,1.11
2017/18,White,All,Nottinghamshire,949,969501,0.98
2018/19,White,All,Nottinghamshire,1527,969501,1.58
2019/20,White,All,Nottinghamshire,2821,969501,2.9099999999999997
2006/07,White,All,South Wales,16866,1198458,14.07
2007/08,White,All,South Wales,17398,1198458,14.52
2008/09,White,All,South Wales,17195,1198458,14.350000000000001
2009/10,White,All,South Wales,14840,1198458,12.38
2010/11,White,All,South Wales,12869,1198458,10.739999999999998
2011/12,White,All,South Wales,12925,1198458,10.78
2012/13,White,All,South Wales,9360,1198458,7.81
2013/14,White,All,South Wales,11886,1198458,9.92
2014/15,White,All,South Wales,7279,1198458,6.07
2015/16,White,All,South Wales,5651,1198458,4.72
2016/17,White,All,South Wales,4355,1198458,3.63
2017/18,White,All,South Wales,5021,1198458,4.1899999999999995
2018/19,White,All,South Wales,8155,1198458,6.8
2019/20,White,All,South Wales,9475,1198458,7.91
2006/07,White,All,South Yorkshire,16564,1217653,13.6
2007/08,White,All,South Yorkshire,17754,1217653,14.58
2008/09,White,All,South Yorkshire,23068,1217653,18.939999999999998
2009/10,White,All,South Yorkshire,23227,1217653,19.08
2010/11,White,All,South Yorkshire,20076,1217653,16.49
2011/12,White,All,South Yorkshire,15566,1217653,12.78
2012/13,White,All,South Yorkshire,17981,1217653,14.77
2013/14,White,All,South Yorkshire,18411,1217653,15.12
2014/15,White,All,South Yorkshire,6844,1217653,5.619999999999999
2015/16,White,All,South Yorkshire,2788,1217653,2.29
2016/17,White,All,South Yorkshire,1498,1217653,1.23
2017/18,White,All,South Yorkshire,1184,1217653,0.97
2018/19,White,All,South Yorkshire,3874,1217653,3.18
2019/20,White,All,South Yorkshire,10656,1217653,8.75
2006/07,White,All,Staffordshire,17864,1032327,17.3
2007/08,White,All,Staffordshire,15768,1032327,15.27
2008/09,White,All,Staffordshire,9171,1032327,8.88
2009/10,White,All,Staffordshire,6842,1032327,6.63
2010/11,White,All,Staffordshire,10040,1032327,9.729999999999999
2011/12,White,All,Staffordshire,16986,1032327,16.45
2012/13,White,All,Staffordshire,17246,1032327,16.71
2013/14,White,All,Staffordshire,13001,1032327,12.59
2014/15,White,All,Staffordshire,5461,1032327,5.29
2015/16,White,All,Staffordshire,3342,1032327,3.24
2016/17,White,All,Staffordshire,2912,1032327,2.82
2017/18,White,All,Staffordshire,2011,1032327,1.95
2018/19,White,All,Staffordshire,2652,1032327,2.57
2019/20,White,All,Staffordshire,4240,1032327,4.109999999999999
2006/07,White,All,Suffolk,3706,693195,5.35
2007/08,White,All,Suffolk,4755,693195,6.859999999999999
2008/09,White,All,Suffolk,5426,693195,7.83
2009/10,White,All,Suffolk,3823,693195,5.52
2010/11,White,All,Suffolk,3061,693195,4.42
2011/12,White,All,Suffolk,3005,693195,4.33
2012/13,White,All,Suffolk,3262,693195,4.71
2013/14,White,All,Suffolk,4491,693195,6.48
2014/15,White,All,Suffolk,4021,693195,5.8
2015/16,White,All,Suffolk,2184,693195,3.15
2016/17,White,All,Suffolk,1496,693195,2.16
2017/18,White,All,Suffolk,950,693195,1.37
2018/19,White,All,Suffolk,1425,693195,2.06
2019/20,White,All,Suffolk,2428,693195,3.5
2006/07,White,All,Surrey,12486,1023682,12.2
2007/08,White,All,Surrey,16034,1023682,15.66
2008/09,White,All,Surrey,15001,1023682,14.65
2009/10,White,All,Surrey,11928,1023682,11.65
2010/11,White,All,Surrey,11606,1023682,11.34
2011/12,White,All,Surrey,13659,1023682,13.34
2012/13,White,All,Surrey,15860,1023682,15.49
2013/14,White,All,Surrey,12386,1023682,12.1
2014/15,White,All,Surrey,8427,1023682,8.229999999999999
2015/16,White,All,Surrey,4625,1023682,4.52
2016/17,White,All,Surrey,3057,1023682,2.9899999999999998
2017/18,White,All,Surrey,3651,1023682,3.57
2018/19,White,All,Surrey,4055,1023682,3.96
2019/20,White,All,Surrey,4008,1023682,3.92
2006/07,White,All,Sussex,13437,1505433,8.93
2007/08,White,All,Sussex,23044,1505433,15.31
2008/09,White,All,Sussex,16330,1505433,10.850000000000001
2009/10,White,All,Sussex,16375,1505433,10.88
2010/11,White,All,Sussex,18539,1505433,12.31
2011/12,White,All,Sussex,23843,1505433,15.84
2012/13,White,All,Sussex,20912,1505433,13.89
2013/14,White,All,Sussex,14409,1505433,9.57
2014/15,White,All,Sussex,9927,1505433,6.59
2015/16,White,All,Sussex,6516,1505433,4.33
2016/17,White,All,Sussex,4923,1505433,3.27
2017/18,White,All,Sussex,3856,1505433,2.56
2018/19,White,All,Sussex,4593,1505433,3.05
2019/20,White,All,Sussex,6108,1505433,4.06
2006/07,White,All,Thames Valley,20404,1919646,10.629999999999999
2007/08,White,All,Thames Valley,19165,1919646,9.98
2008/09,White,All,Thames Valley,20851,1919646,10.860000000000001
2009/10,White,All,Thames Valley,30200,1919646,15.729999999999999
2010/11,White,All,Thames Valley,30411,1919646,15.84
2011/12,White,All,Thames Valley,17738,1919646,9.239999999999998
2012/13,White,All,Thames Valley,16421,1919646,8.55
2013/14,White,All,Thames Valley,15854,1919646,8.26
2014/15,White,All,Thames Valley,12255,1919646,6.38
2015/16,White,All,Thames Valley,7549,1919646,3.9299999999999997
2016/17,White,All,Thames Valley,5741,1919646,2.9899999999999998
2017/18,White,All,Thames Valley,3614,1919646,1.8800000000000001
2018/19,White,All,Thames Valley,4350,1919646,2.27
2019/20,White,All,Thames Valley,6703,1919646,3.4899999999999998
2006/07,White,All,Warwickshire,4495,505688,8.89
2007/08,White,All,Warwickshire,3349,505688,6.619999999999999
2008/09,White,All,Warwickshire,4926,505688,9.739999999999998
2009/10,White,All,Warwickshire,7074,505688,13.99
2010/11,White,All,Warwickshire,4423,505688,8.75
2011/12,White,All,Warwickshire,3566,505688,7.05
2012/13,White,All,Warwickshire,4893,505688,9.68
2013/14,White,All,Warwickshire,4105,505688,8.12
2014/15,White,All,Warwickshire,2616,505688,5.17
2015/16,White,All,Warwickshire,2757,505688,5.45
2016/17,White,All,Warwickshire,1610,505688,3.18
2017/18,White,All,Warwickshire,1415,505688,2.8
2018/19,White,All,Warwickshire,1358,505688,2.69
2019/20,White,All,Warwickshire,1207,505688,2.3899999999999997
2006/07,White,All,West Mercia,10575,1176516,8.99
2007/08,White,All,West Mercia,9578,1176516,8.139999999999999
2008/09,White,All,West Mercia,10924,1176516,9.29
2009/10,White,All,West Mercia,10586,1176516,9
2010/11,White,All,West Mercia,9539,1176516,8.11
2011/12,White,All,West Mercia,9197,1176516,7.819999999999999
2012/13,White,All,West Mercia,12130,1176516,10.31
2013/14,White,All,West Mercia,12583,1176516,10.7
2014/15,White,All,West Mercia,8733,1176516,7.42
2015/16,White,All,West Mercia,7327,1176516,6.23
2016/17,White,All,West Mercia,4149,1176516,3.53
2017/18,White,All,West Mercia,3552,1176516,3.02
2018/19,White,All,West Mercia,3174,1176516,2.7
2019/20,White,All,West Mercia,3533,1176516,3
2006/07,White,All,West Midlands,13211,1919138,6.88
2007/08,White,All,West Midlands,14620,1919138,7.619999999999999
2008/09,White,All,West Midlands,13061,1919138,6.81
2009/10,White,All,West Midlands,9030,1919138,4.71
2010/11,White,All,West Midlands,10178,1919138,5.3
2011/12,White,All,West Midlands,18184,1919138,9.48
2012/13,White,All,West Midlands,17250,1919138,8.99
2013/14,White,All,West Midlands,12266,1919138,6.39
2014/15,White,All,West Midlands,8686,1919138,4.53
2015/16,White,All,West Midlands,9770,1919138,5.09
2016/17,White,All,West Midlands,6442,1919138,3.36
2017/18,White,All,West Midlands,5439,1919138,2.8299999999999996
2018/19,White,All,West Midlands,6988,1919138,3.64
2019/20,White,All,West Midlands,9612,1919138,5.01
2006/07,White,All,West Yorkshire,48697,1819818,26.759999999999998
2007/08,White,All,West Yorkshire,38295,1819818,21.04
2008/09,White,All,West Yorkshire,37492,1819818,20.6
2009/10,White,All,West Yorkshire,27243,1819818,14.97
2010/11,White,All,West Yorkshire,26900,1819818,14.78
2011/12,White,All,West Yorkshire,32460,1819818,17.84
2012/13,White,All,West Yorkshire,30849,1819818,16.95
2013/14,White,All,West Yorkshire,26608,1819818,14.62
2014/15,White,All,West Yorkshire,16697,1819818,9.18
2015/16,White,All,West Yorkshire,10114,1819818,5.56
2016/17,White,All,West Yorkshire,7187,1819818,3.9499999999999997
2017/18,White,All,West Yorkshire,4492,1819818,2.4699999999999998
2018/19,White,All,West Yorkshire,4919,1819818,2.7
2019/20,White,All,West Yorkshire,7526,1819818,4.14
2006/07,White,All,Wiltshire,3973,642869,6.18
2007/08,White,All,Wiltshire,3851,642869,5.99
2008/09,White,All,Wiltshire,4508,642869,7.01
2009/10,White,All,Wiltshire,5217,642869,8.12
2010/11,White,All,Wiltshire,4864,642869,7.57
2011/12,White,All,Wiltshire,4208,642869,6.55
2012/13,White,All,Wiltshire,5147,642869,8.01
2013/14,White,All,Wiltshire,5673,642869,8.82
2014/15,White,All,Wiltshire,2736,642869,4.26
2015/16,White,All,Wiltshire,2081,642869,3.24
2016/17,White,All,Wiltshire,1259,642869,1.96
2017/18,White,All,Wiltshire,802,642869,1.25
2018/19,White,All,Wiltshire,978,642869,1.52
2019/20,White,All,Wiltshire,1099,642869,1.71
2019/20,All,Section 60,All - including BTP and excluding Greater Manchester,17927,53393384,NA
2019/20,Asian,Section 60,All - including BTP and excluding Greater Manchester,1617,3941358,NA
2019/20,Black,Section 60,All - including BTP and excluding Greater Manchester,4480,1790793,NA
2019/20,Other,Section 60,All - including BTP and excluding Greater Manchester,350,536271,NA
2019/20,White,Section 60,All - including BTP and excluding Greater Manchester,6396,45961272,NA
2018/19,All,Section 60,All - including BTP,13083,56075912,NA
2018/19,Asian,Section 60,All - including BTP,1827,3820390,NA
2018/19,Black,Section 60,All - including BTP,4858,1864890,NA
2018/19,White,Section 60,All - including BTP,2669,48209395,NA
2017/18,All,Section 60,All - including BTP,2494,56075912,NA
2017/18,Asian,Section 60,All - including BTP,272,3820390,NA
2017/18,Black,Section 60,All - including BTP,955,1864890,NA
2017/18,White,Section 60,All - including BTP,619,48209395,NA
2016/17,All,Section 60,All - including BTP,614,56075912,NA
2016/17,Asian,Section 60,All - including BTP,25,3820390,NA
2016/17,Black,Section 60,All - including BTP,167,1864890,NA
2016/17,White,Section 60,All - including BTP,304,48209395,NA
2015/16,All,Section 60,All - including BTP,965,56075912,NA
2015/16,Asian,Section 60,All - including BTP,88,3820390,NA
2015/16,Black,Section 60,All - including BTP,209,1864890,NA
2015/16,White,Section 60,All - including BTP,547,48209395,NA
2014/15,All,Section 60,All - including BTP,1055,56075912,NA
2014/15,Asian,Section 60,All - including BTP,82,3820390,NA
2014/15,Black,Section 60,All - including BTP,172,1864890,NA
2014/15,White,Section 60,All - including BTP,661,48209395,NA
2014/15,All,Section 60,All - including BTP,1074,56075912,NA
2014/15,White,Section 60,All - including BTP,679,48209395,NA
2019/20,All,Section 1,All - including BTP and excluding Greater Manchester,545910,53393384,9.58
2019/20,Asian,Section 1,All - including BTP and excluding Greater Manchester,58958,3941358,13.88
2019/20,Black,Section 1,All - including BTP and excluding Greater Manchester,92425,1790793,48.83
2019/20,Other,Section 1,All - including BTP and excluding Greater Manchester,9202,536271,16.17
2019/20,White,Section 1,All - including BTP and excluding Greater Manchester,274265,45961272,5.609999999999999
2018/19,All,Section 1,All - including BTP,362505,56075912,6.46
2018/19,Asian,Section 1,All - including BTP,39645,4213531,9.41
2018/19,Black,Section 1,All - including BTP,65790,1864890,35.28
2018/19,White,Section 1,All - including BTP,185092,48209395,3.84
2017/18,All,Section 1,All - including BTP,274754,56075912,4.9
2017/18,Asian,Section 1,All - including BTP,28504,4213531,6.76
2017/18,Black,Section 1,All - including BTP,53427,1864890,28.650000000000002
2017/18,White,Section 1,All - including BTP,146660,48209395,3.04
2016/17,All,Section 1,All - including BTP,298335,56075912,5.319999999999999
2016/17,Asian,Section 1,All - including BTP,28868,3820390,7.56
2016/17,Black,Section 1,All - including BTP,54698,1864890,29.330000000000002
2016/17,White,Section 1,All - including BTP,168479,48209395,3.4899999999999998
2015/16,All,Section 1,All - including BTP,380931,56075912,6.79
2015/16,Asian,Section 1,All - including BTP,35583,3820390,9.31
2015/16,Black,Section 1,All - including BTP,58397,1864890,31.310000000000002
2015/16,White,Section 1,All - including BTP,234172,48209395,4.859999999999999
2014/15,All,Section 1,All - including BTP,534330,56075912,9.53
2014/15,Asian,Section 1,All - including BTP,42209,3820390,11.05
2014/15,Black,Section 1,All - including BTP,63523,1864890,34.06
2014/15,White,Section 1,All - including BTP,374806,48209395,7.7700000000000005
2019/20,All,Section 44/47a,All - including BTP and excluding Greater Manchester,0,53393384,NA
2019/20,Asian,Section 44/47a,All - including BTP and excluding Greater Manchester,0,3941358,NA
2019/20,Black,Section 44/47a,All - including BTP and excluding Greater Manchester,0,1790793,NA
2019/20,Other,Section 44/47a,All - including BTP and excluding Greater Manchester,0,536271,NA
2019/20,White,Section 44/47a,All - including BTP and excluding Greater Manchester,0,45961272,NA
2018/19,All,Section 44/47a,All - including BTP,0,56075912,NA
2018/19,Asian,Section 44/47a,All - including BTP,0,4213531,NA
2018/19,Black,Section 44/47a,All - including BTP,0,1864890,NA
2018/19,White,Section 44/47a,All - including BTP,0,48209395,NA
2017/18,All,Section 44/47a,All - including BTP,130,56075912,NA
2017/18,Asian,Section 44/47a,All - including BTP,16,4213531,NA
2017/18,Black,Section 44/47a,All - including BTP,7,1864890,NA
2017/18,White,Section 44/47a,All - including BTP,45,48209395,NA
2016/17,All,Section 44/47a,All - including BTP,0,56075912,NA
2016/17,Asian,Section 44/47a,All - including BTP,0,3820390,NA
2016/17,Black,Section 44/47a,All - including BTP,0,1864890,NA
2016/17,White,Section 44/47a,All - including BTP,0,48209395,NA
2015/16,All,Section 44/47a,All - including BTP,0,56075912,NA
2015/16,Asian,Section 44/47a,All - including BTP,0,3820390,NA
2015/16,Black,Section 44/47a,All - including BTP,0,1864890,NA
2015/16,White,Section 44/47a,All - including BTP,0,48209395,NA
2014/15,All,Section 44/47a,All - including BTP,0,56075912,NA
2014/15,Asian,Section 44/47a,All - including BTP,0,3820390,NA
2014/15,Black,Section 44/47a,All - including BTP,0,1864890,NA
2014/15,White,Section 44/47a,All - including BTP,0,48209395,NA
